index,file_name,program_name,start_time,end_time,speaker,transcription,start_time_ms,end_time_ms
6621,8293.wav,خطر الديون السيادية يهدد الدول,00:00:54.930000,00:01:00.480000,عمر العمران,هذا بوكاست الفجر من ثمانية، بودكاست فجر كل يوم نسرد لكم فيه سياق الأخبار اللي تهمكم. معكم أنا عمر العمران.,984000,540000
6622,8294.wav,خطر الديون السيادية يهدد الدول,00:01:00.480000,00:01:16.710000,عبدالعزيز الحبيل,وأنا عبد العزيز الحبيل.,540000,786000
6625,8297.wav,خطر الديون السيادية يهدد الدول,00:12:44.890000,00:12:48.670000,عبدالعزيز الحبيل,أنتج هالحلقة تركي البلوشي وأنا عبدالعزيز الحبيل وقدمتها أنا عبدالعزيز.,1654000,1438000
6626,8298.wav,خطر الديون السيادية يهدد الدول,00:12:48.670000,00:12:49.870000,عمر العمران,وأنا عمر العمران.,1438000,1639000
6627,8299.wav,خطر الديون السيادية يهدد الدول,00:12:49.870000,0:13:01.688163,عبدالعزيز الحبيل,وحررها محمود أبو ندى. نشوفكم بكرة الفجر.,1639000,1469163
6628,8301.wav,الاحتيال لم يوقف ارتفاع البتكوين,00:00:03.940000,00:00:10.440000,ديمة العامر,من زمان، مرَّة من زمان. أصلًا  نسيت شلون ملمس الفلوس من كثر زمان ما شفتها.,943000,450000
6629,8302.wav,الاحتيال لم يوقف ارتفاع البتكوين,00:00:10.440000,00:00:19.840000,رولا عبدالرحمن,مرَّة خصوصًا أحس لاحظته على نفسي بعد كورونا، لأن كل شيء صار إلكتروني فأستغرب مرَّة لما يقول معك نقد؟ قلت لا، مستحيل معاي نقد.,450000,859000
6630,8304.wav,الاحتيال لم يوقف ارتفاع البتكوين,00:00:23.720000,00:00:26.320000,رولا عبدالرحمن,لا أحس لا، إن شاء الله، ما راح أتورط.,743000,346000
6631,8305.wav,الاحتيال لم يوقف ارتفاع البتكوين,00:00:26.320000,00:00:46.160000,ديمة العامر,قد صار لي مرَّة، وأنا أستعمل جوَّالي، وفيه قال هناك في تقدرين تسحبين قلت له حتى بطاقتي ما هي معاي، المشكلة تفاقمت صارت مو بس أن ما معاي نقد حتى ما معاي بطاقة الحين أقدر أدخلها في الآلة وأطلع منها نقد.,346000,206000
6632,8307.wav,الاحتيال لم يوقف ارتفاع البتكوين,00:00:53.300000,00:01:11.540000,رولا عبدالرحمن,وأنا رولا عبدالرحمن.,353000,611000
6634,8311.wav,الاحتيال لم يوقف ارتفاع البتكوين,00:02:39.640000,00:02:58.320000,رولا عبدالرحمن,تم اتهام «سام» بتدبير عملية احتيال بمليارات الدولارات اللي استمرت لسنوات من خلال منصة التداول «أف تي إكس» وواجه أحكام عديدة أدت لسجنه لمدة 115 سنة بعد إدانته بحوالي سبعة تهم احتيال مختلفة، وشملت التهم سرقة عملاء البنك أنفسهم.,799000,498000
6635,8312.wav,الاحتيال لم يوقف ارتفاع البتكوين,00:02:58.320000,00:03:23.100000,رولا عبدالرحمن,برضو واجه «تشانغبينج تشاو» مؤسس منصة العملات المشفرة «بينانس» اتهامات كثيرة بغسل الأموال، وقضت المحكمة بتغريم المنصة أكثر من أربعة مليارات، وفي تاريخ أمريكا تعتبر هذه الغرامة من أكبر الأحكام ضد الشركات، وحُمِّل «تشاو» نفسه خمسين مليون دولار من إجمال قيمة الغرامة، وكان الاتهام الأبرز هو تحويلات مشبوهة لـ«حماس» و«القاعدة» و«داعش» وغيرهم.,498000,303000
6636,8313.wav,الاحتيال لم يوقف ارتفاع البتكوين,00:03:23.100000,00:03:40.940000,رولا عبدالرحمن,برضو تعتبر الشركة من أكبر المستفيدين من عمليات قراصنة الفدية، وبالرغم من كل هذا ما كانت هذه القصص مؤشر لانهيار العملات المشفرة، فمؤشر الهبوط، والصعود للبيتكوين يصير بشكل مفاجئ، وعشان نفهم ليه يُعتبر مفاجئ نحتاج نعرف رحلته القصيرة.,303000,1160000
6638,8315.wav,الاحتيال لم يوقف ارتفاع البتكوين,00:04:37.120000,00:05:04.660000,ديمة العامر,وهذا الصعود، والهبوط اللي تكلمنا عنه في سوق العملة المشفرة يمكن تعودوا عليه الناس بشكل كبير فما عاد هي مفاجأة لما تسمع عن أزمة انهيار، وبعدها على طول تلاقي استثمار كبير فمثلًا، بعد الانهيار الكبير وقت كورونا مباشرةً بعدها في عام 2021 استثمرت شركة «تسلا» في البتكوين، وبلغت قيمة الاستثمارات حوالي 1.5 مليار دولار، وهذا اللي جعل العملة تسترجع قيمتها في السوق العالمي مرَّة ثانية.,397000,964000
6641,8318.wav,الاحتيال لم يوقف ارتفاع البتكوين,00:06:31.500000,00:06:53.100000,ديمة العامر,ويقول الخبراء أنَّ المستثمرين في الأسواق الناشئة ساعدوا في تعزيز انتعاش العملات المشفرة هذا العام، والسبب الآخر خلف هذا التغيير هو أنَّ شركات العملات المشفرة زادت من تبرعاتها للسياسيين الأمريكيين المؤيدين للعملات المشفرة فدعم الأشخاص، والكيانات الكبيرة اللي تؤيد وجود العملات زاد من وجودها بشكل عام.,891000,513000
6642,8319.wav,الاحتيال لم يوقف ارتفاع البتكوين,00:06:53.100000,00:07:11.640000,ديمة العامر,بس خلينا نتذكر أن كل هذه الأشياء ما تخلينا على ثقة كبيرة في حدوث طفرة مالية في سوق العملات المشفرة، لكن ننتظر أيش بيحصل بالضبط مع مرور الشهور الأولى من السنة الجديدة.,513000,1071000
6643,8320.wav,الاحتيال لم يوقف ارتفاع البتكوين,00:07:11.640000,00:07:17.640000,رولا عبدالرحمن,وقبل أن ننهي الحلقة هذه إخبار على السريع.,1071000,1077000
6644,8322.wav,الاحتيال لم يوقف ارتفاع البتكوين,00:07:43.940000,00:08:06.340000,رولا عبدالرحمن,أعلن الرئيس الروسي فلاديمير بوتين في خطابه بمناسبة رأس السنة أنَ بلاده لن تتراجع أبدًا بدون أن يذكر صراحةً الحرب في أوكرانيا، وصرَّح أنَّه لا يمكن لأي قوة أن تقسم روسيا، وأكد بوتين أن روسيا تعيش مرحلة غير مسبوقة، وبتكون الأقوى العام المقبل.,1403000,826000
6646,8324.wav,الاحتيال لم يوقف ارتفاع البتكوين,00:08:48.420000,00:08:50.380000,رولا عبدالرحمن,أنتج هذه الحلقة: حسام الخولي.,948000,910000
6647,8325.wav,الاحتيال لم يوقف ارتفاع البتكوين,00:08:50.380000,00:08:52.200000,رولا عبدالرحمن,وقدمتها: أنا رولا عبدالرحمن.,910000,732000
6648,8327.wav,الاحتيال لم يوقف ارتفاع البتكوين,00:08:53.480000,00:08:55.680000,رولا عبدالرحمن,وحررها: محمود أبو ندى.,1013000,1215000
6649,8330.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:02:40.820000,00:02:45.060000,بندر المشرافي,نعم، صح فيصل صحي. أيش تخصصك أول شيء؟,980000,225000
6650,8333.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:02:47.680000,00:02:50.140000,فيصل الرقيبة,تبيني أشتغل على أسنانك؟ يالله نحتاج عدد.,847000,310000
6651,8334.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:02:50.140000,00:02:54.280000,بندر المشرافي,عندي مشاكل كبيرة أنا.,310000,454000
6652,8335.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:02:54.280000,00:02:59.240000,عبيدالله العيسي,بعد الحلقة. أبو عالية ترى ما بين كل حلقة وحلقة تسجيل، يروح يضبّط أسنانه ويجي.,454000,419000
6653,8336.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:02:59.240000,00:02:59.680000,فيصل الرقيبة,الله أكبر!,419000,859000
6654,8338.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:03:02.140000,00:03:12.260000,بندر المشرافي,ما انتبهت لها أصلًا إلا من تالي، وصرت أسوّيها بعد الحلقة، عشان وقت الألم والانتفاخات يكون لأسبوع، وتجي التسجيل أكون جاهز أني أسجّل.,322000,452000
6655,8339.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:03:12.260000,00:03:20.500000,عبيدالله العيسي,هم دائمًا يقولون أن المهندسين وهذول هم أشطر ناس الكرة، لكن لعلّنا بنغيّر القاعدة. أشعة طبية.,452000,700000
6656,8340.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:03:20.500000,00:03:22.100000,بندر المشرافي,ونحط طب طوارئ.,700000,302000
6658,8342.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:04:09.860000,00:04:20.740000,فيصل الرقيبة,سبحان الله هي عن طريق الصدفة، بدايةً صدفة حاولت، ودخلت في هذا المجال. التركيز على الإصابات والمعسكرات بالتأثير اللي شفته في مدريد، بحكم إنك مدريدي.,1109000,1000000
6659,8343.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:04:20.740000,00:04:25.600000,عبيدالله العيسي,تمام. ومدريد حاليًّا يلعب قدام السيتي، بين الشوطين، والله يستر من الشوط الثاني.,1000000,865000
6660,8344.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:04:25.600000,00:04:39.340000,فيصل الرقيبة,من بعد ما جاء زيدان، جلب بينتوس، فشفت الفرق الكبير. فأحاول أركّز في الطاقم اللي يجبونه المدربين، ومدى التأثير، فما فيه.,865000,619000
6661,8345.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:04:39.340000,00:04:42.040000,عبيدالله العيسي,يعني 2017-2018 مثل كذا؟,619000,322000
6662,8347.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:05:02.000,00:05:06.920000,بندر المشرافي,تحضر تمارين يا فيصل؟ يعني تشوفها في أرض الواقع؟ تشوف هذا الشيء؟,302000,1226000
6663,8348.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:05:06.920000,00:05:08.540000,عبيدالله العيسي,الرجال صاير صديق جيسوس، أيش اللي يحضر تمارين!,1226000,848000
6664,8349.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:05:08.540000,00:05:08.800000,بندر المشرافي,لا.,848000,1108000
6665,8350.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:05:08.800000,00:05:12.340000,عبيدالله العيسي,أيوة صديق جيسوس ومقدّم له هدية، هو ويّاه صايرين ربع.,1108000,652000
6666,8352.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:05:13.520000,00:05:13.860000,بندر المشرافي,أنت معطيه شوكولاتة؟,833000,1173000
6667,8353.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:05:13.860000,00:05:16.500000,عبيدالله العيسي,نعم.,1173000,816000
6668,8354.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:05:16.500000,00:05:20.360000,بندر المشرافي,لا صدق، خلّيك من جيسوس، حتى في الأندية الثانية، مو فقط الهلال.,816000,680000
6669,8355.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:05:20.360000,00:05:33.920000,فيصل الرقيبة,لا، من خلال حضور التمارين، أغلب الأندية ما تسمح. فأنا أكتفي بالبيان اللي بعد التمرين، اللي ينزلوه المراكز الإعلامية، وللأسف أنا أحاول أسوّي مقارنات بين الأندية، أو مقارنات أفكار مدربين، بعض الأندية ما تنزّل بيانات، أو في الأسبوع مرة.,680000,1253000
6670,8356.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:05:33.920000,00:05:34.340000,عبيدالله العيسي,صحيح.,1253000,674000
6672,8361.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:11:03.900000,00:11:04.340000,بندر المشرافي,صحيح.,1563000,1004000
6673,8363.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:16:05.280000,00:16:06.020000,فيصل الرقيبة,ما بيكون لها داعي.,1245000,986000
6675,8365.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:16:59.160000,00:17:00.280000,بندر المشرافي,اللي يلعب في المساحات.,1179000,1300000
6677,8367.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:19:10.680000,00:19:11.180000,بندر المشرافي,مو ثلاث بلتنيات.,1830000,1331000
6678,8368.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:19:11.180000,00:19:15.180000,عبيدالله العيسي,نعم، كان ممكن تفادي الكثير صراحة.,1331000,1335000
6680,8370.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:20:11.140000,00:20:12.740000,عبيدالله العيسي,ولا قرر علي أن يروح له.,1351000,1952000
6681,8371.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:20:12.740000,00:20:13.380000,بندر المشرافي,إلا متأخر.,1952000,1593000
6682,8372.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:20:13.380000,00:20:16.740000,عبيدالله العيسي,قرر أن يخلّي العويس وهو يغطّي وراء.,1593000,1956000
6684,8374.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:21:50.540000,00:21:56.460000,عبيدالله العيسي,كنت أقول لفيصل واحنا نتابع المباراة، كنت أقول أكثر شيء يحتاجه الهلال الحين أن الشوط هذا ينتهي.,1850000,1776000
6685,8376.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:21:57.040000,00:21:57.440000,عبيدالله العيسي,أن الشوط هذا ينتهي.,1357000,1757000
6686,8377.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:21:57.440000,00:22:09.620000,بندر المشرافي,فعلًا، لأن اللحظة اللي أنت كنت خارج جو المباراة فيها، الجمهور جالس يضغطك وأنت ما حاولت تهدّئ الرتم. الخبرة والتجربة اللي أنتم مرّيتوا فيها اللعيبة هذول كلكم، تاريخكم...,1757000,1949000
6687,8378.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:22:09.620000,00:22:14.180000,عبيدالله العيسي,ولا شيء مع لعيبة العين، لعيبة العين ولا شيء مع خبرات لعيبة الهلال.,1949000,1514000
6688,8381.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:22:43.320000,00:22:58.320000,بندر المشرافي,تمد رجلك. حتى لو كان ضربة بسيطة، أنا كمهاجم لو أنت سوّيتها فيني، بودّي رجلي عندك وبأخذ بلنتي في نهاية الأمر. تركت الفريق في موقف لحظة الشك اللي كان ممكن يمر فيها العين، رجّعت الهلال ليبحث عن هدف.,1683000,1698000
6689,8382.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:22:58.320000,00:23:15.610000,عبيدالله العيسي,هو اللي كان كارثي البلنتي اللي كان في شوط المباراة الثاني. بالنسبة لك يا فيصل؟ أنا أدري أنك تحب جيسوس مرة، ففي المباراة هذه تحديدًا وكل اللي صار فيها، وين تشوف جانب الملامة أكبر؟ كان على جيسوس ولّا كان على القرارات الفردية اللي كانت للاعبين كل واحد منهم على حدة؟,1698000,2005000
6690,8383.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:23:15.610000,00:23:45.340000,فيصل الرقيبة,أنا ملامتي على جيسوس في نقطة وحدة، أن تسوّي ضغط عالي أو دفاع متقدّم، وما فيه ضغط على اللاعبين، نشوف الباصات الطويلة مآخذين راحتهم. النقطة الثانية اللاعبين، الهلال، عندي قناعة، خسر بسوء قرارات لاعبينه. الذهنية، منصدم من ذهنية اللاعبين هذه المباراة. وأنا أشوفها قد يكون بسبب، ولا أدري، أن هذه المباراة الوحيدة أن اللاعبين قبل المباراة يكونون في النادي. ما تدرّبوا في ملعب، ما نزلوا في ملعب، وأعتقد هذا الشيء أول مرة مع جيسوس.,2005000,1765000
6691,8385.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:23:47.800000,00:24:03.560000,فيصل الرقيبة,تدريب تكتيكي، ترفيه. باستثناء مباراتين صارت هذا الموسم: مباراة الأخدود والأهلي اللي كانت في الرياض. وسألت جيسوس في المؤتمر، قلت كيف تسوّي مناورة ليلة المباراة؟ أنا هذا الشيء أول مرة أشوفه، وكلمت مدربين لياقة، قلت كيف؟ قالوا والله صعبة.,2227000,2003000
6692,8386.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:24:03.560000,00:24:03.820000,عبيدالله العيسي,كيف؟,2003000,2263000
6693,8387.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:24:03.820000,00:24:18.340000,فيصل الرقيبة,سألت جيسوس، قال أنا أركّز كذا في أي مباراة، أنا أركّز على حاجة معينة: أركّز على استشفاء أول يوم، أجي بطبّق أفكاري، أحتاج اللاعبين يستوعبون أفكاري هذه المباراة. أنا تبادر بذهني بالشوط الأول سوء ذهنية اللاعبين انعكست بهذا الشيء.,2263000,1798000
6694,8389.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:24:32.460000,00:24:33.180000,فيصل الرقيبة,أول مرة.,1932000,1653000
6695,8390.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:24:33.180000,00:24:38.420000,عبيدالله العيسي,بينما مباراة العين لا، لأن بسبب أن الملعب غير متاح والمطر تمرّنوا في النادي.,1653000,1898000
6696,8391.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:24:38.420000,00:24:41.320000,فيصل الرقيبة,هذه المباراة الوحيدة اللي شفتها هذا الموسم يسوون كذا.,1898000,1801000
6697,8393.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:24:41.320000,00:24:51.380000,فيصل الرقيبة,في كأس العالم للأندية سووا اللعبة بحكم ضيق الوقت. لكن أول مرة هذا الموسم مع جيسوس يكون مثل كذا. فأعتقد سوء ذهنية اللاعبين بسبب هذا الشيء، ما أدري.,1801000,1871000
6698,8394.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:24:51.380000,00:24:54.960000,بندر المشرافي,يعني اللعيبة يسوون مناورة قبل المباراة بيوم؟,1871000,2454000
6699,8395.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:24:54.960000,00:24:57.540000,فيصل الرقيبة,أول مرة تصير ضد الأخدود وضد الأهلي.,2454000,2037000
6700,8396.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:24:57.540000,00:25:02.100000,عبيدالله العيسي,أن ما يكون فيه تمرين تكتيكي، يعني مثل تقسيمة. صح؟ أنا فهمت عليك.,2037000,1602000
6701,8400.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:25:07.100000,00:25:07.660000,بندر المشرافي,نعم، صح.,1607000,2167000
6702,8401.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:25:07.660000,00:25:13.040000,فيصل الرقيبة,فسألت جيسوس في المؤتمر، قال أطبّق أفكاري، أنا أركّز على الاستشفاء أول يومين، مساج وغيره.,2167000,1553000
6703,8403.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:25:15.060000,00:25:18.140000,فيصل الرقيبة,اللي سوّاها فقط، الأخدود والأهلي اللي سوّاها.,1575000,1658000
6707,8408.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:33:49.120000,00:34:04.540000,عبيدالله العيسي,فيه سؤال هنا يا فيصل لازم ينسأل عن هذه المباراة تحديدًا: كم بالمئة تعتقد أن جانب الإرهاق أو الإجهاد اللي مر فيه الهلال خلال الفترة الماضية، كم بالمئة تقدر أن تحمّله مسؤولية خسارة الهلال اللي كانت أمام العين؟,2149000,2584000
6708,8409.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:34:04.540000,00:34:36.820000,فيصل الرقيبة,مباراة العين، بوجهة نظري المتواضعة، 60% تقريبًا. ليش؟ الهلال أفضل من العين لياقيًّا، وشفنا اليوم، ما أحد طلع من الهلال بإصابة عضلية. الهلال، أنا أشوف، أفضل من العين، وكنت أنتظر يعلّي الرتم. لأن هذا الورقة الرابحة عند السيد جيسوس، وصرّح فيها أكثر من مؤتمر، أن أنا في بداية المباراة أهدّي الرتم، وأرفعه وما أحد يجاريني فيه. فأحس جيسوس انصدم أن فيه نادي يجاريه في البداية مثل كذا. لأن تكلم في أكثر من مؤتمر، أنا في البداية أخلّي المنافسة في كل مباريات الشوط الأول متساوي. لكن ما أحد يجاريني.,2584000,2896000
6709,8410.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:34:36.820000,00:34:37.360000,بندر المشرافي,في الشوط الثاني.,2896000,2437000
6710,8411.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:34:37.360000,00:34:39.340000,فيصل الرقيبة,في الشوط الثاني ما أحد يجاريني في الرتم.,2437000,2419000
6711,8412.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:34:39.340000,00:35:08.860000,بندر المشرافي,مع أن المفروض صحيح هي الفكرة حلوة، خصوصًا أنك تلعب برّى ملعبك، إيجابي جدَّا أنك تهدّئ الرتم بداية المباراة، لكن تهدّئ الرتم مفروض أنك تستحوذ على الكرة، عشان تكسب ثقة، الجمهور يخف صخبه، حتى لاعب الخصم يبدأ يحس أن أنا جالس ألعب في ملعبي لكن ما كأني ألعب في ملعبي. لما تكون تمريرات كثيرة وباصات، بتُتعِب لعيبة الخصم أصلًا. لكن اللي شفناه لا تمريرات ولا تمركز، ولا شفنا أي شيء.,2419000,2968000
6712,8413.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:35:08.860000,00:35:35.740000,فيصل الرقيبة,ما شفت هذه الفكرة إلا مباراة الشباب، بعدما الهلال سجّل أربعة. جيسوس جدَّا زعلان من بونو، ليش تلعب كرة بسرعة؟ وليش يا المحاور ما تدورون باص؟ كان جدَّا زعلان، وكان نادى مساعده يوصّي سلمان، ليش تلعبون بسرعة؟ هذه المرة الوحيدة اللي حسّيت أنه يبغى يمشّي باص بحيث أنه يهدّئ الرتم، بحيث قياسته للياقة الفريق للمباريات المقبلة. وصرّح فيها أكثر من مرة، أن أنا سياسة مداورتي ما هو أخلّي دكة.,2968000,2875000
6713,8414.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:35:35.740000,00:35:36.240000,بندر المشرافي,أثناء المباراة.,2875000,2376000
6714,8415.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:35:36.240000,00:35:54.640000,فيصل الرقيبة,نعم، أثناء المباراة. طريقة اللعب، أحسّه بطريقة اللعب. لكن مباراة العين ما شفت هذا الشيء للأسف. وخوفني تصريحه قبل المباراة. الآن ضريبة الإرهاق. والشيء اللي مطمنّي إن إحصائيًّا نادي الهلال عملت عليها أكثر شهر تعثرات من 2017.,2376000,2794000
6715,8416.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:35:54.640000,00:35:54.960000,بندر المشرافي,شهر أيش؟,2794000,3114000
6716,8418.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:35:57.780000,00:36:01.240000,بندر المشرافي,يناير ولّا أبريل؟,2937000,2401000
6717,8419.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:36:01.240000,00:36:01.500000,فيصل الرقيبة,يناير.,2401000,2661000
6720,8422.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:37:17.220000,00:37:20.140000,بندر المشرافي,نفس الفريق كان معاه اللي كان في الهلال موجود هنا؟,2457000,2380000
6721,8423.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:37:20.140000,00:37:32.100000,فيصل الرقيبة,نعم نفسه. لكن فيه عناصر معينة جابهم، مثل الكابتن محمد الشلهوب وغيره.,2380000,2352000
6723,8425.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:38:35.020000,00:38:47.060000,فيصل الرقيبة,والله أسامي كثير ما أقدر أحصرهم، لكن ودّي أركّز على أندية الوسط. نادي ضمك والمدرب اللياقي اللي مع كوزمين كونترا، رائع جدَّا في إعداد فريقه «خافيير تيباس».,2335000,2387000
6724,8426.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:38:47.060000,00:38:47.220000,بندر المشرافي,إسباني.,2387000,2547000
6725,8427.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:38:47.220000,00:38:47.680000,فيصل الرقيبة,إسباني، وله تجربة مع أتلاتيكو.,2547000,3007000
6726,8428.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:38:47.680000,00:38:54.920000,عبيدالله العيسي,وغريب أن روماني يشتغل معه، ولّا عشانه هو أصلًا جزء من تجربة كونترا كانت في إسبانيا؟ ويتكلم إسباني، أشوف حتى في المؤتمرات.,3007000,3254000
6727,8430.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:39:23.420000,00:39:24.920000,عبيدالله العيسي,من غيره طيب؟,2783000,3284000
6728,8433.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:40:03.840000,00:40:06.820000,فيصل الرقيبة,موجود، تواجد في فترة جارديم 2021.,3243000,3226000
6729,8434.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:40:06.820000,00:40:08.800000,عبيدالله العيسي,وكمّل مع الهلال طول الفترة الماضية؟,3226000,3208000
6730,8435.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:40:08.800000,00:40:12.560000,فيصل الرقيبة,نعم، كمّل مع الهلال. أنا أعتبر صفقة فئة «إيه» للهلال.,3208000,2972000
6731,8436.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:40:12.560000,00:40:13.520000,عبيدالله العيسي,تمام.,2972000,2933000
6732,8437.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:40:13.520000,00:40:33.400000,فيصل الرقيبة,لأنه نقلة نوعية بشكل كبير. أنا ودّي أسألكم، هل تبادر بذهنكم هذا لاعب توّه راجع من إصابة، باستثناء ياسر الشهراني؟ توّه راجع من إصابة واصبروا عليه، في الهلال، مثلًا هذه الصيغة بعد 2021؟ أنا أكثر شيء من منبهر منه محمد كنّو في فترة إيقافه، فجأة أعلن رينارد مع المنتخب، من المنظومة أنه أعلى اللاعبين لياقة.,2933000,2833000
6733,8438.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:40:33.400000,00:40:33.840000,بندر المشرافي,صحيح.,2833000,3273000
6734,8439.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:40:33.840000,00:40:35.740000,فيصل الرقيبة,فهذا واضح تجهيز كبير جدَّا على هذا الشيء.,3273000,3175000
6735,8440.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:40:35.740000,00:40:53.840000,عبيدالله العيسي,أيش يسوّي هو يا فيصل؟ عشان فقط نفهم. الآن النادي فيه مُعد بدني، فيه مدرب لياقة، فيه جهاز طبي، وفيه أخصائي تغذية، مفروض كلهم هذول يجهزون اللاعب أنه يرجع للملعب. فلما أنا أجيب أخصائي، المفروض أنه يسوّي شيء مختلف عن اللي هم قاعدين يسوونه.,3175000,3293000
6736,8441.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:40:53.840000,00:41:27.640000,فيصل الرقيبة,يساعدك بالعمل، يعني فيه اختبارات لياقية يسوّيها لك أخصائي العلاج الطبيعي، ترجع الملعب ولّا لا؟ هو يسوّي إضافات لياقية لك تجهّزك للملعب. جاهز لياقيًّا، تكون مثل المجموعة الموجودة. صح كلنا نفرق عن بعض، أصابع يدك مو سواء، لكن تكون ضمن المجموعة أو قريب للمجموعة، ما تكون الفجوة كبيرة. فهذا عمله واضح، وأكثر من لاعب تكلم: كرفتنا يا رومانو، بشويش علينا. فهذا واضح. فيه نقطة ثانية أنا معجب كثير، وأغلب أنديتنا تسوّيها: التدريبات الوقائية للاعبين.,3293000,3127000
6737,8442.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال,00:41:27.640000,00:41:27.900000,عبيدالله العيسي,من الإصابات.,3127000,3387000
